CHR	START	END	QVAL_LTR	CHR_OVERLAP	START_GENE	END_GENE	GENE_ID	GENE_NAME	NT_OVERLAP
chr3L	19579463	19579464	0.000240769	chr3L	19566851	19584568	FBgn0005564	Shal	1

chr3L	19598124	19598125	0.047501283	chr3L	19590773	19598755	FBgn0005386	ash1	1

chr3L	19836128	19836129	0.013603761	chr3L	19834670	19836413	FBgn0052221	CG32221	1

chr3L	19926228	19926229	0.044040751	chr3L	19924943	19927175	FBgn0036919	Grasp65	1

chr3L	20188147	20188148	0.035053169	chr3L	20149614	20198317	FBgn0261556	CG42674	1

chr3L	20591808	20591809	0.003463694	.	-1	-1		.	0

chr3L	20594528	20594529	0.015497165	.	-1	-1		.	0

chr3L	21196428	21196429	0.030534142	chr3L	21194754	21196853	FBgn0041100	park	1

chr3L	21361927	21361928	2.78E-20	.	-1	-1		.	0

chr3L	21361988	21361989	8.54E-08	.	-1	-1		.	0

chr3L	21399551	21399552	0.022329998	chr3L	21382501	21424416	FBgn0261258	rgn	1

chr3L	21603289	21603290	0.040334496	chr3L	21586828	21613349	FBgn0261953	TfAP-2	1

chr3L	21638761	21638762	0.000598845	chr3L	21636947	21639060	FBgn0043783	CG32444	1

chr3L	21674726	21674727	0.045005464	chr3L	21674394	21679755	FBgn0037116	Als2	1

chr3L	21708452	21708453	0.03886004	.	-1	-1		.	0

chr3L	21708502	21708503	0.006709542	.	-1	-1		.	0

chr3L	22230470	22230471	0.037316725	chr3L	22136090	22247702	FBgn0037153	olf413	1

chr3L	22230575	22230576	0.044528703	chr3L	22136090	22247702	FBgn0037153	olf413	1

chr3L	22369479	22369480	5.78E-13	chr3L	22293044	22407863	FBgn0004449	Ten-m	1

chr3L	22369479	22369480	5.78E-13	chr3L	22348168	22407547	FBgn0267624	lncRNA:CR45962	1

chr3L	22406885	22406886	3.45E-06	chr3L	22293044	22407863	FBgn0004449	Ten-m	1

chr3L	22406885	22406886	3.45E-06	chr3L	22348168	22407547	FBgn0267624	lncRNA:CR45962	1

chr3L	22509441	22509442	0.036425106	.	-1	-1		.	0

chr3L	22591511	22591512	0.004548463	chr3L	22573114	22637916	FBgn0037171	CG14459	1

chr3L	22647309	22647310	0.04393655	chr3L	22647163	22647748	FBgn0053768	CG33768	1

chr3L	22648776	22648777	0.004359297	chr3L	22648672	22649287	FBgn0053770	CG33770	1

chr3L	22888239	22888240	0.042429066	chr3L	22881045	22893821	FBgn0037203	slif	1

chr3L	23058416	23058417	1.21E-12	.	-1	-1		.	0

chr3L	23222040	23222041	3.80E-13	chr3L	23206669	23287448	FBgn0266347	nAChRalpha4	1

chr3L	23383324	23383325	0.000153183	.	-1	-1		.	0

chr3L	23440611	23440612	0.002246722	.	-1	-1		.	0

chr3L	23455392	23455393	0.022229153	.	-1	-1		.	0

chr3L	23460708	23460709	0.009588904	.	-1	-1		.	0

chr3L	23480283	23480284	0.020333719	.	-1	-1		.	0

chr3L	23665829	23665830	0.015204795	chr3L	23554593	23689640	FBgn0250816	AGO3	1

chr3L	23669654	23669655	3.17E-07	chr3L	23554593	23689640	FBgn0250816	AGO3	1

chr3L	24251693	24251694	0.034952231	chr3L	24074180	24299205	FBgn0011288	Snap25	1

chr3L	24379018	24379019	3.72E-10	chr3L	24324866	24401655	FBgn0259697	nvd	1

chr3L	24508392	24508393	0.037792876	.	-1	-1		.	0

chr3L	24737953	24737954	0.026354964	chr3L	24724162	24758036	FBgn0028993	scro	1

chr3L	24739049	24739050	0.01654865	chr3L	24724162	24758036	FBgn0028993	scro	1

chr3L	25330416	25330417	0.011955376	chr3L	25236940	25670980	FBgn0267429	CG45782	1

chr3L	25440087	25440088	0.000115652	chr3L	25236940	25670980	FBgn0267429	CG45782	1

chr3L	25611741	25611742	1.34E-14	chr3L	25236940	25670980	FBgn0267429	CG45782	1

chr3L	25612812	25612813	1.93E-06	chr3L	25236940	25670980	FBgn0267429	CG45782	1

chr3L	25613371	25613372	1.69E-12	chr3L	25236940	25670980	FBgn0267429	CG45782	1

chr3L	25641489	25641490	9.22E-06	chr3L	25236940	25670980	FBgn0267429	CG45782	1

chr3L	25701144	25701145	7.23E-05	.	-1	-1		.	0

chr3L	25795540	25795541	0.01553711	.	-1	-1		.	0

chr3L	25795638	25795639	0.032921183	.	-1	-1		.	0

chr3L	25905042	25905043	0.003566326	chr3L	25798441	26014112	FBgn0058178	CG40178	1

chr3L	25963321	25963322	8.72E-11	chr3L	25798441	26014112	FBgn0058178	CG40178	1

chr3L	26024814	26024815	0.031212581	.	-1	-1		.	0

chr3L	26153645	26153646	0.045937053	.	-1	-1		.	0

chr3L	26236383	26236384	0.005272427	.	-1	-1		.	0

chr3L	26517906	26517907	1.21E-09	.	-1	-1		.	0

chr3L	26740301	26740302	0.007518627	.	-1	-1		.	0

chr3L	26752213	26752214	6.58E-10	.	-1	-1		.	0

chr3L	26826110	26826111	3.55E-09	.	-1	-1		.	0

chr3L	27109000	27109001	5.99E-08	.	-1	-1		.	0

chr3L	27126527	27126528	0.003955459	.	-1	-1		.	0

chr3L	27126982	27126983	0.020037249	.	-1	-1		.	0

chr3L	27253923	27253924	0.000802296	.	-1	-1		.	0

chr3L	27411825	27411826	1.15E-10	chr3L	27279316	27422159	FBgn0024804	Dbp80	1

chr3L	27651085	27651086	2.79E-18	.	-1	-1		.	0

chr3L	27672972	27672973	6.23E-05	.	-1	-1		.	0

chr3L	27728315	27728316	0.013673055	.	-1	-1		.	0

chr3L	27814425	27814426	0.024495699	.	-1	-1		.	0

chr3R	309432	309433	9.50E-05	.	-1	-1		.	0

chr3R	309564	309565	5.28E-10	.	-1	-1		.	0

chr3R	368863	368864	0.003009174	.	-1	-1		.	0

chr3R	417919	417920	0.023885302	.	-1	-1		.	0

chr3R	745774	745775	0.005791837	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	815685	815686	0.031463177	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	888341	888342	6.22E-28	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	889162	889163	3.52E-22	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	1199735	1199736	3.26E-16	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	1201565	1201566	0.005272427	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	1298198	1298199	0.015588231	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	1364842	1364843	3.83E-12	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	1364919	1364920	2.12E-07	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	1621197	1621198	1.22E-10	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	1965592	1965593	9.23E-07	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2185300	2185301	0.003650555	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2270957	2270958	6.98E-07	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2335505	2335506	2.90E-15	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2335570	2335571	3.39E-06	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2386867	2386868	0.000300777	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2394905	2394906	0.006304797	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2434486	2434487	0.025294774	chr3R	567076	2532932	FBgn0267431	Myo81F	1

chr3R	2637139	2637140	2.77E-05	chr3R	2554162	3263582	FBgn0267430	Pzl	1

chr3R	2641986	2641987	0.002763564	chr3R	2554162	3263582	FBgn0267430	Pzl	1

chr3R	3055749	3055750	0.009915169	chr3R	2554162	3263582	FBgn0267430	Pzl	1

chr3R	3617663	3617664	0.039660013	.	-1	-1		.	0

chr3R	3889170	3889171	0.003829533	.	-1	-1		.	0

chr3R	3906224	3906225	0.000391566	.	-1	-1		.	0

chr3R	4149363	4149364	0.026427167	.	-1	-1		.	0

chr3R	4683765	4683766	2.53E-12	chr3R	4659579	4712193	FBgn0263346	CG43427	1

chr3R	4684016	4684017	0.029466071	chr3R	4659579	4712193	FBgn0263346	CG43427	1

chr3R	4758279	4758280	0.047079354	chr3R	4750035	4777490	FBgn0010750	atms	1

chr3R	4758279	4758280	0.047079354	chr3R	4750409	4773197	FBgn0264907	CG44098	1

chr3R	5010096	5010097	0.028493071	chr3R	4986500	5011031	FBgn0037292	plh	1

chr3R	5194201	5194202	0.000483863	chr3R	5170004	5217456	FBgn0259212	cno	1

chr3R	5314422	5314423	0.019694433	chr3R	5270116	5350443	FBgn0013576	mtd	1

chr3R	5417164	5417165	0.035940986	chr3R	5414527	5458394	FBgn0037326	CG14669	1

chr3R	5726455	5726456	0.009109768	.	-1	-1		.	0

chr3R	6498837	6498838	0.029281917	.	-1	-1		.	0

chr3R	6765808	6765809	0.012038219	chr3R	6765485	6766709	FBgn0266235	lncRNA:CR44930	1

chr3R	7138396	7138397	0.001179558	chr3R	7136206	7141972	FBgn0037475	Fer1	1

chr3R	7910665	7910666	0.044911309	chr3R	7909598	7911779	FBgn0004901	Prat	1

chr3R	7910872	7910873	0.043506487	chr3R	7909598	7911779	FBgn0004901	Prat	1

chr3R	7950688	7950689	0.045067844	chr3R	7924323	7967408	FBgn0000504	dsx	1

chr3R	8025931	8025932	0.006990523	chr3R	8016210	8030790	FBgn0037541	CG2747	1

chr3R	8267659	8267660	0.049979834	chr3R	8264970	8267924	FBgn0014861	Mcm2	1

chr3R	8763326	8763327	1.10E-16	chr3R	8749206	8768191	FBgn0083971	CG34135	1

chr3R	8763326	8763327	1.10E-16	chr3R	8749206	8768200	FBgn0037625	CG11768	1

chr3R	9568157	9568158	0.013922607	chr3R	9566195	9569189	FBgn0037712	CG16789	1

chr3R	9781665	9781666	0.021313053	chr3R	9779519	9782693	FBgn0051514	asRNA:CR31514	1

chr3R	9781665	9781666	0.021313053	chr3R	9780064	9783054	FBgn0037753	CG12947	1

chr3R	9870728	9870729	0.049869961	.	-1	-1		.	0

chr3R	10333220	10333221	9.66E-06	chr3R	10333115	10338265	FBgn0037810	sle	1

chr3R	11301048	11301049	0.006966395	chr3R	11269415	11305608	FBgn0051386	lncRNA:CR31386	1

chr3R	11476158	11476159	0.036323103	.	-1	-1		.	0

chr3R	11515697	11515698	0.000385935	.	-1	-1		.	0

chr3R	11882257	11882258	0.007940229	chr3R	11879702	11882534	FBgn0037958	CG6962	1

chr3R	12030201	12030202	0.030426872	chr3R	12027736	12031757	FBgn0051358	CG31358	1

chr3R	12030201	12030202	0.030426872	chr3R	12028070	12031757	FBgn0260230	CG42504	1

chr3R	12030201	12030202	0.030426872	chr3R	12028070	12031757	FBgn0260231	CG42505	1

chr3R	12240502	12240503	3.16E-08	chr3R	12239677	12240527	FBgn0264828	lncRNA:CR44036	1

chr3R	12307981	12307982	0.006421794	.	-1	-1		.	0

chr3R	12470532	12470533	0.009588415	.	-1	-1		.	0

chr3R	12832163	12832164	0.036874776	.	-1	-1		.	0

chr3R	13047489	13047490	0.016212323	.	-1	-1		.	0

chr3R	13047978	13047979	0.009256276	chr3R	13047731	13049294	FBgn0051157	CG31157	1

chr3R	13274983	13274984	0.039928187	.	-1	-1		.	0

chr3R	13547606	13547607	4.40E-08	.	-1	-1		.	0

chr3R	13715593	13715594	1.90E-09	chr3R	13715207	13764667	FBgn0085412	CG34383	1

chr3R	13739592	13739593	0.016128887	chr3R	13715207	13764667	FBgn0085412	CG34383	1

chr3R	14360823	14360824	0.032336332	chr3R	14358356	14361786	FBgn0051320	HEATR2	1

chr3R	14360823	14360824	0.032336332	chr3R	14329413	14372951	FBgn0024321	NK7.1	1

chr3R	14490300	14490301	0.01316333	.	-1	-1		.	0

chr3R	14873654	14873655	0.012038219	chr3R	14804092	14875488	FBgn0266756	btsz	1

chr3R	15202007	15202008	0.047152009	chr3R	15196598	15203074	FBgn0260659	CG42542	1

chr3R	15673154	15673155	0.042048417	chr3R	15666183	15690513	FBgn0053207	pxb	1

chr3R	15773495	15773496	2.61E-20	.	-1	-1		.	0

chr3R	16142823	16142824	0.017532409	chr3R	16116161	16145284	FBgn0003319	Sb	1

chr3R	16208580	16208581	0.03651334	chr3R	16208192	16208935	FBgn0267199	lncRNA:CR45639	1

chr3R	16217308	16217309	0.047699352	.	-1	-1		.	0

chr3R	16255080	16255081	0.016509505	chr3R	16225651	16260329	FBgn0040071	tara	1

chr3R	17093827	17093828	0.003768849	chr3R	17091533	17125389	FBgn0014141	cher	1

chr3R	17476008	17476009	0.040334496	chr3R	17473935	17505667	FBgn0261046	Dscam3	1

chr3R	17609881	17609882	0.027831497	chr3R	17609359	17610533	FBgn0038525	CG14329	1

chr3R	17746008	17746009	0.021313053	chr3R	17736611	17747470	FBgn0038541	TyrRII	1

chr3R	17754875	17754876	0.034548959	chr3R	17750129	17763188	FBgn0038542	TyrR	1

chr3R	18096280	18096281	0.000648204	chr3R	18090803	18135583	FBgn0003499	sr	1

chr3R	18387890	18387891	0.043688719	chr3R	18386841	18389805	FBgn0038613	Vha100-4	1

chr3R	18533559	18533560	3.39E-06	chr3R	18414273	18545586	FBgn0004652	fru	1

chr3R	18673127	18673128	3.72E-06	chr3R	18669390	18674679	FBgn0038638	CG7702	1

chr3R	18862147	18862148	0.037405048	.	-1	-1		.	0

chr3R	18994554	18994555	0.007744151	chr3R	18984025	19022436	FBgn0026239	gukh	1

chr3R	19040972	19040973	0.025807092	chr3R	19033538	19044693	FBgn0038676	CG6026	1

chr3R	19172131	19172132	0.003515335	.	-1	-1		.	0

chr3R	19512053	19512054	0.008398923	chr3R	19461085	19597288	FBgn0260003	Dys	1

chr3R	20445579	20445580	0.041385041	chr3R	20378458	20484588	FBgn0262869	Gfrl	1

chr3R	20736636	20736637	0.036323103	chr3R	20735623	20738414	FBgn0004107	Cdk2	1

chr3R	20813761	20813762	0.023737867	chr3R	20810804	20816190	FBgn0038827	Fancd2	1

chr3R	21003682	21003683	0.008170692	chr3R	20978183	21015613	FBgn0013995	Calx	1

chr3R	21046053	21046054	0.044717467	chr3R	21046032	21047027	FBgn0051207	CG31207	1

chr3R	21225991	21225992	0.046174853	chr3R	21223704	21229512	FBgn0038872	Nelf-A	1

chr3R	21393326	21393327	0.038361414	.	-1	-1		.	0

chr3R	21414544	21414545	0.039647305	chr3R	21409979	21434133	FBgn0008651	lbl	1

chr3R	21544499	21544500	0.032254948	.	-1	-1		.	0

chr3R	21811849	21811850	0.0052395	chr3R	21783400	21822674	FBgn0013759	CASK	1

chr3R	21990336	21990337	0.046174853	chr3R	21949114	22014539	FBgn0264490	Eip93F	1

chr3R	22382309	22382310	0.019334741	chr3R	22382035	22386548	FBgn0263048	Gpdh3	1

chr3R	22593018	22593019	0.039880001	chr3R	22587755	22608842	FBgn0051158	Efa6	1

chr3R	22812933	22812934	0.037316725	.	-1	-1		.	0

chr3R	22922332	22922333	0.036874776	chr3R	22899284	22961731	FBgn0017590	klg	1

chr3R	23142200	23142201	0.028550903	.	-1	-1		.	0

chr3R	23144516	23144517	0.038585176	.	-1	-1		.	0

chr3R	23201182	23201183	0.033772051	chr3R	23185580	23226711	FBgn0262975	cnc	1

chr3R	23207292	23207293	0.028811677	chr3R	23185580	23226711	FBgn0262975	cnc	1

chr3R	23285792	23285793	0.049614569	chr3R	23284002	23286041	FBgn0039069	CG6763	1

chr3R	23316170	23316171	0.023104157	chr3R	23290231	23346167	FBgn0003118	pnt	1

chr3R	23389256	23389257	0.048678821	.	-1	-1		.	0

chr3R	23492093	23492094	0.00790907	.	-1	-1		.	0

chr3R	23496338	23496339	1.47E-05	.	-1	-1		.	0

chr3R	23533080	23533081	0.002304881	chr3R	23532945	23534767	FBgn0039085	CG10170	1

chr3R	23598342	23598343	0.005272427	chr3R	23596561	23599034	FBgn0039093	CG10183	1

chr3R	23602492	23602493	0.026342215	.	-1	-1		.	0

chr3R	23702296	23702297	0.025244753	chr3R	23700621	23702605	FBgn0051148	Gba1a	1

chr3R	23848154	23848155	0.001258729	chr3R	23803859	23859167	FBgn0085384	CG34355	1

chr3R	23878069	23878070	0.029466071	chr3R	23860162	23890052	FBgn0025574	Pli	1

chr3R	23885427	23885428	0.033375925	chr3R	23860162	23890052	FBgn0025574	Pli	1

chr3R	23903270	23903271	0.047079354	chr3R	23894174	23922973	FBgn0016754	sba	1

chr3R	24072055	24072056	0.003146513	chr3R	24063077	24108960	FBgn0053100	eIF4EHP	1

chr3R	24291794	24291795	0.028550903	chr3R	24290172	24293371	FBgn0263398	Uck	1

chr3R	24605658	24605659	0.00711286	chr3R	24585653	24623899	FBgn0263490	mld	1

chr3R	24907100	24907101	0.03164403	.	-1	-1		.	0

chr3R	24912738	24912739	0.007507732	.	-1	-1		.	0

chr3R	25043167	25043168	0.007940229	chr3R	25040427	25045151	FBgn0259178	5PtaseI	1

chr3R	25125306	25125307	3.69E-10	chr3R	25123373	25125619	FBgn0046214	vig2	1

chr3R	25126732	25126733	6.72E-17	chr3R	25125632	25127359	FBgn0039280	Mocs2B	1

chr3R	25126732	25126733	6.72E-17	chr3R	25125632	25127359	FBgn0260229	Mocs2A	1

chr3R	25126804	25126805	2.56E-21	chr3R	25125632	25127359	FBgn0039280	Mocs2B	1

chr3R	25126804	25126805	2.56E-21	chr3R	25125632	25127359	FBgn0260229	Mocs2A	1

chr3R	25258232	25258233	0.010197831	chr3R	25249348	25258672	FBgn0039302	Nup358	1

chr3R	25959005	25959006	8.46E-06	.	-1	-1		.	0

chr3R	26330574	26330575	1.67E-07	chr3R	26318355	26362588	FBgn0053970	CG33970	1

chr3R	26465849	26465850	0.022450451	chr3R	26461527	26470008	FBgn0039430	CG5455	1

chr3R	26607488	26607489	0.032343221	chr3R	26607047	26608440	FBgn0266256	lncRNA:CR44951	1

chr3R	26619930	26619931	0.022308344	chr3R	26619118	26620224	FBgn0039434	TwdlM	1

chr3R	27001060	27001061	0.011879947	chr3R	26996980	27057935	FBgn0004842	RYa-R	1

chr3R	27001060	27001061	0.011879947	chr3R	26999752	27002961	FBgn0051077	CG31077	1

chr3R	27173429	27173430	0.03088347	chr3R	27172090	27194267	FBgn0004197	Ser	1

chr3R	27207281	27207282	0.01282605	.	-1	-1		.	0

chr3R	27471347	27471348	0.020340729	.	-1	-1		.	0

chr3R	27492193	27492194	0.042966431	.	-1	-1		.	0

chr3R	27606678	27606679	0.044027183	chr3R	27597563	27607396	FBgn0039528	dsd	1

chr3R	27648549	27648550	0.040524188	chr3R	27639886	27656996	FBgn0266579	tau	1

chr3R	27765546	27765547	0.038392213	.	-1	-1		.	0

chr3R	27953060	27953061	0.039647305	chr3R	27952051	27954112	FBgn0039563	CG4951	1

chr3R	28575875	28575876	0.040922437	.	-1	-1		.	0

chr3R	28595370	28595371	0.049893659	.	-1	-1		.	0

chr3R	28634643	28634644	0.038221741	chr3R	28607939	28635099	FBgn0039590	CG10011	1

chr3R	28690790	28690791	0.001395239	chr3R	28675041	28695939	FBgn0039594	snu	1

chr3R	28744905	28744906	0.011999802	.	-1	-1		.	0

chr3R	28751106	28751107	0.038026628	chr3R	28748384	28751661	FBgn0039596	CG10000	1

chr3R	28818276	28818277	0.024687401	chr3R	28817342	28819668	FBgn0039601	CG1523	1

chr3R	28841052	28841053	0.010260852	chr3R	28832301	28844748	FBgn0015589	Apc	1

chr3R	28882644	28882645	0.045937053	chr3R	28880792	28882945	FBgn0039613	Nepl20	1

chr3R	28882644	28882645	0.045937053	chr3R	28870606	28887709	FBgn0053203	CG33203	1

chr3R	28887295	28887296	0.049893659	chr3R	28870606	28887709	FBgn0053203	CG33203	1

chr3R	28899804	28899805	0.024684202	chr3R	28888073	28922772	FBgn0265998	Doa	1

chr3R	28999836	28999837	1.42E-14	chr3R	28992977	29020406	FBgn0039620	wat	1

chr3R	29028051	29028052	0.047079354	chr3R	29027236	29030938	FBgn0039623	CG1951	1

chr3R	29121694	29121695	0.026765571	chr3R	29118330	29122879	FBgn0005596	yem	1

chr3R	29245793	29245794	0.026092865	chr3R	29244961	29250451	FBgn0263236	SP1029	1

chr3R	29252878	29252879	0.010518555	chr3R	29251826	29255800	FBgn0003525	stg	1

chr3R	29282628	29282629	0.039750821	.	-1	-1		.	0

chr3R	29286146	29286147	0.003254462	.	-1	-1		.	0

chr3R	29354530	29354531	0.032174892	.	-1	-1		.	0

chr3R	29484375	29484376	0.012038219	chr3R	29377646	29487131	FBgn0004369	Ptp99A	1

chr3R	29498293	29498294	0.021313053	chr3R	29494782	29498923	FBgn0039667	CG2010	1

chr3R	29512695	29512696	0.02972231	.	-1	-1		.	0

chr3R	29548463	29548464	0.009644379	.	-1	-1		.	0

chr3R	29630450	29630451	0.042734602	chr3R	29630304	29659984	FBgn0266137	Dop1R2	1

chr3R	29635433	29635434	0.024909814	chr3R	29630304	29659984	FBgn0266137	Dop1R2	1

chr3R	29685756	29685757	0.001520451	chr3R	29682503	29685758	FBgn0013972	Gycalpha99B	1

chr3R	29685756	29685757	0.001520451	chr3R	29685736	29689311	FBgn0039682	Obp99c	1

chr3R	29708674	29708675	0.013238288	.	-1	-1		.	0

chr3R	29792775	29792776	0.013316962	chr3R	29765995	29794113	FBgn0001297	kay	1

chr3R	29916967	29916968	0.037868023	chr3R	29914521	29920289	FBgn0003861	trp	1

chr3R	30157853	30157854	0.049682145	chr3R	30153022	30160473	FBgn0039749	CG11498	1

chr3R	30216351	30216352	0.023614746	.	-1	-1		.	0

chr3R	30315713	30315714	0.045607841	chr3R	30277932	30372382	FBgn0010113	hdc	1

chr3R	30628705	30628706	0.006777103	chr3R	30627241	30629028	FBgn0039792	CG2267	1

chr3R	30668526	30668527	0.026300888	.	-1	-1		.	0

chr3R	30673956	30673957	0.003071089	.	-1	-1		.	0

chr3R	30868680	30868681	3.88E-05	chr3R	30867521	30869184	FBgn0039805	Cpr100A	1

chr3R	30888866	30888867	0.02283668	chr3R	30883464	30889062	FBgn0000416	Sap-r	1

chr3R	31026233	31026234	0.049717454	.	-1	-1		.	0

chr3R	31177003	31177004	0.030369512	chr3R	31134392	31178278	FBgn0013973	Gycbeta100B	1

chr3R	31198169	31198170	0.040231486	chr3R	31196916	31203722	FBgn0039827	CG1544	1

chr3R	31199333	31199334	0.000158381	chr3R	31196916	31203722	FBgn0039827	CG1544	1

chr3R	31201691	31201692	0.034211224	chr3R	31196916	31203722	FBgn0039827	CG1544	1

chr3R	31202243	31202244	0.00014164	chr3R	31196916	31203722	FBgn0039827	CG1544	1

chr3R	31238290	31238291	0.006421794	chr3R	31236035	31252608	FBgn0051005	qless	1

chr3R	31248252	31248253	0.044555386	chr3R	31236035	31252608	FBgn0051005	qless	1

chr3R	31346854	31346855	0.025244753	chr3R	31311157	31371748	FBgn0085376	CG34347	1

chr3R	31387119	31387120	0.037792876	chr3R	31382109	31391893	FBgn0039844	CG1607	1

chr3R	31425441	31425442	0.000175189	chr3R	31405245	31457873	FBgn0261988	Gprk2	1

chr3R	31533026	31533027	0.02283668	.	-1	-1		.	0

chr3R	31579247	31579248	0.029466071	chr3R	31575835	31580699	FBgn0043900	pygo	1

chr4	1278945	1278946	0.015544238	.	-1	-1		.	0

chrX	2806180	2806181	NA	chrX	2740384	3134532	FBgn0028369	kirre	1

chrX	6537336	6537337	NA	chrX	6533999	6538575	FBgn0000524	dx	1

chrX	6722418	6722419	NA	chrX	6720004	6739986	FBgn0029896	CG3168	1

chrX	7111060	7111061	NA	.	-1	-1		.	0

chrX	9569462	9569463	NA	chrX	9558665	9571308	FBgn0052702	Cubn	1

chrX	9909344	9909345	NA	chrX	9908663	9911126	FBgn0030162	CG1986	1

chrX	11928466	11928467	NA	chrX	11926424	11930850	FBgn0030358	CG10362	1

chrX	16441702	16441703	NA	chrX	16441433	16445367	FBgn0030753	rngo	1

chrX	16489578	16489579	NA	chrX	16455027	16533096	FBgn0285944	para	1

chrX	19121503	19121504	NA	.	-1	-1		.	0

chrX	19441821	19441822	NA	chrX	19353181	19471914	FBgn0031016	kek5	1

chrX	19484181	19484182	NA	chrX	19479984	19484643	FBgn0031020	Naa15-16	1

chrX	19575226	19575227	NA	chrX	19569721	19579800	FBgn0031030	Tao	1

chrX	21762595	21762596	NA	chrX	21631891	21790731	FBgn0267704	lncRNA:flam	1

chrX	22131205	22131206	NA	.	-1	-1		.	0

chrX	22131223	22131224	NA	.	-1	-1		.	0

chrX	23152144	23152145	NA	.	-1	-1		.	0

chrX	23166665	23166666	NA	.	-1	-1		.	0

chrX	23209171	23209172	NA	.	-1	-1		.	0

chrX	23227896	23227897	NA	.	-1	-1		.	0

chrX	23228031	23228032	NA	.	-1	-1		.	0

chrX	23269491	23269492	NA	.	-1	-1		.	0

chrX	23383353	23383354	NA	.	-1	-1		.	0

chrX	23402804	23402805	NA	.	-1	-1		.	0

chrX	23406646	23406647	NA	.	-1	-1		.	0

